8310545,2036,-100,750,-64,71,109,-153,-319,-146,0
8310547,2092,-102,727,-48,49,106,-161,-308,-144,0
8310549,2092,-102,727,-31,22,98,-161,-308,-144,0
8310551,2049,-107,724,-31,22,98,-147,-313,-140,0
8310553,2174,-67,743,-15,-5,90,-147,-313,-140,0
8310555,2137,-96,671,1,-29,78,-147,-313,-140,0
8310557,2164,-114,682,17,-45,65,-141,-315,-148,0
8310560,2156,-123,661,29,-57,55,-141,-315,-148,0
8310563,2156,-123,661,41,-54,41,-156,-323,-149,0
8310566,2182,-110,636,41,-54,41,-156,-323,-149,0
8310568,2156,-149,675,50,-42,32,-156,-323,-149,0
8310570,2102,-173,599,57,-25,24,-138,-322,-146,0
8310572,2087,-197,583,58,-5,13,-138,-322,-146,0
8310574,2087,-197,583,61,16,3,-142,-313,-142,0
8310576,2198,-157,588,61,16,3,-142,-313,-142,0
8310578,2017,-117,557,59,34,-9,-142,-313,-142,0
8310580,2077,-107,602,51,51,-21,-148,-312,-143,0
8310583,2026,-129,589,42,69,-32,-148,-312,-143,0
8310586,1941,-116,507,32,86,-41,-148,-312,-143,0
8310589,1941,-116,507,24,107,-50,-148,-312,-143,0
8310592,2041,-70,558,24,107,-50,-142,-316,-142,0
8310594,2048,-94,480,11,125,-55,-142,-316,-142,0
8310596,1921,-129,430,3,147,-58,-142,-316,-142,0
8310598,1902,-117,478,-4,168,-57,-153,-317,-152,0
8310600,1942,-88,464,-13,184,-53,-153,-317,-152,0
8310602,1942,-88,464,-18,197,-48,-147,-306,-140,0
8310604,1909,-95,514,-18,197,-48,-147,-306,-140,0
8310606,1982,-161,412,-23,205,-42,-147,-306,-140,0
8310609,1924,-112,407,-29,208,-33,-143,-310,-148,0
8310612,1894,-79,515,-33,207,-26,-143,-310,-148,0
8310615,1894,-79,515,-40,196,-17,-146,-310,-148,0
8310617,1902,-84,539,-40,196,-17,-146,-310,-148,0
8310619,1829,-100,554,-42,176,-10,-146,-310,-148,0
8310621,1836,-68,542,-47,144,-1,-156,-304,-130,0
8310623,1949,-58,626,-48,114,10,-156,-304,-130,0
8310625,2059,-57,615,-51,85,18,-147,-311,-137,0
8310627,2059,-57,615,-52,62,24,-147,-311,-137,0
8310629,1974,-103,630,-52,62,24,-147,-311,-137,0
8310632,1927,-61,666,-51,45,33,-147,-318,-142,0
8310635,2023,-75,663,-50,34,38,-147,-318,-142,0
8310638,2051,-88,628,-48,30,45,-149,-318,-135,0
8310641,2051,-88,628,-46,27,49,-149,-318,-135,0
8310643,1967,-33,608,-46,27,49,-146,-307,-139,0
8310645,2002,10,660,-44,29,52,-146,-307,-139,0
8310647,2025,-25,647,-46,37,55,-146,-307,-139,0
8310649,1935,3,728,-40,51,58,-146,-312,-143,0
8310651,2045,-7,743,-37,72,62,-146,-312,-143,0
8310653,2045,-7,743,-32,86,65,-148,-310,-146,0
8310655,2007,-42,719,-32,86,65,-148,-310,-146,0
8310658,2031,-17,707,-23,86,72,-148,-310,-146,0
8310661,2157,-106,718,-15,72,73,-146,-319,-146,0
8310664,2140,-94,693,-5,50,70,-146,-319,-146,0
8310666,2140,-94,693,2,25,68,-153,-312,-136,0
8310668,2074,-124,676,2,25,68,-153,-312,-136,0
8310670,2173,-74,738,14,-5,60,-153,-312,-136,0
8310672,2162,-213,719,24,-34,53,-149,-318,-137,0
8310674,2201,-186,729,33,-63,42,-149,-318,-137,0
8310676,2110,-50,709,39,-88,28,-143,-317,-146,0
8310678,2110,-50,709,44,-107,14,-143,-317,-146,0
8310681,2106,-65,711,44,-107,14,-138,-312,-127,0
8310684,2151,-60,727,41,-122,1,-138,-312,-127,0
8310687,1889,-78,666,43,-127,-11,-138,-312,-127,0
8310689,2127,-139,655,43,-121,-19,-140,-308,-144,0
8310691,1993,-56,621,41,-99,-26,-140,-308,-144,0
8310693,1993,-56,621,34,-72,-33,-150,-315,-136,0
8310695,2001,-23,629,34,-72,-33,-150,-315,-136,0
8310697,2068,-187,585,29,-44,-37,-150,-315,-136,0
8310699,2160,-257,577,25,-15,-43,-142,-318,-149,0
8310701,2235,-406,548,15,14,-50,-142,-318,-149,0
8310703,2235,-406,548,10,35,-65,-141,-319,-143,0
8310706,2357,-571,554,10,35,-65,-141,-319,-143,0
8310709,2235,-493,560,2,38,-79,-141,-319,-143,0
8310712,2394,-571,619,-2,18,-106,-142,-306,-142,0
8310714,2312,-340,524,-10,-20,-131,-142,-306,-142,0
8310716,2280,-41,707,-16,-67,-163,-140,-311,-135,0
8310718,2280,-41,707,-26,-116,-168,-140,-311,-135,0
8310720,1567,467,449,-26,-116,-168,-140,-311,-135,0
8310722,1743,200,779,-37,-140,-167,-141,-317,-132,0
8310724,1569,160,529,-44,-145,-142,-141,-317,-132,0
8310726,1898,-3,515,-55,-134,-108,-147,-311,-142,0
8310729,1898,-3,515,-62,-98,-79,-147,-311,-142,0
8310732,1788,-217,503,-62,-98,-79,-148,-315,-143,0
8310735,1913,-264,525,-66,-53,-50,-148,-315,-143,0
8310737,1986,-236,610,-81,-5,-29,-148,-315,-143,0
8310739,1852,-236,578,-87,37,-21,-148,-319,-141,0
8310741,2025,-243,517,-100,69,-10,-148,-319,-141,0
8310743,2025,-243,517,-110,78,-13,-144,-316,-135,0
8310745,2100,-259,507,-110,78,-13,-144,-316,-135,0
8310747,1941,-183,532,-113,68,-15,-144,-316,-135,0
8310749,2126,-150,577,-122,56,-17,-150,-315,-136,0
8310752,1964,-114,540,-122,36,-24,-150,-315,-136,0
8310755,1964,-114,540,-127,11,-20,-149,-316,-133,0
8310758,1853,18,484,-127,11,-20,-149,-316,-133,0
8310761,2044,-9,527,-122,-12,-12,-149,-316,-133,0
8310763,1928,145,635,-115,-36,-1,-144,-321,-137,0
8310765,1878,121,592,-112,-49,21,-144,-321,-137,0
8310767,1756,172,679,-100,-53,36,-144,-311,-130,0
8310769,1756,172,679,-91,-45,58,-144,-311,-130,0
8310771,1803,244,748,-91,-45,58,-150,-322,-143,0
8310773,1878,357,630,-81,-22,81,-150,-322,-143,0
8310775,1734,284,670,-66,6,102,-150,-322,-143,0
8310778,1739,277,745,-54,33,120,-141,-312,-148,0
8310781,1933,203,729,-39,54,129,-141,-312,-148,0
8310784,1933,203,729,-39,54,129,-152,-325,-137,0
8310786,2026,139,724,-19,68,138,-152,-325,-137,0
8310788,2063,124,740,1,64,137,-152,-325,-137,0
8310790,2230,101,684,26,44,126,-147,-318,-135,0
8310792,2174,40,693,52,10,117,-147,-318,-135,0
8310794,2174,40,693,75,-33,96,-143,-324,-134,0
8310796,2148,79,710,75,-33,96,-143,-324,-134,0
8310798,2178,63,760,102,-79,71,-143,-324,-134,0
8310801,2118,200,732,122,-129,49,-154,-313,-140,0
8310804,2054,266,718,143,-172,20,-154,-313,-140,0
8310807,1855,335,692,159,-208,-3,-148,-329,-143,0
8310809,1855,335,692,175,-225,-20,-148,-329,-143,0
8310811,1873,370,713,175,-225,-20,-148,-329,-143,0
8310813,1852,261,721,187,-226,-36,-146,-322,-146,0
8310815,1730,269,651,197,-215,-38,-146,-322,-146,0
8310817,1876,225,605,204,-193,-41,-149,-313,-142,0
8310819,1876,225,605,211,-168,-38,-149,-313,-142,0
8310821,1829,235,569,211,-168,-38,-148,-319,-134,0
8310823,1897,259,496,216,-133,-30,-148,-319,-134,0
8310826,1840,220,458,220,-87,-22,-148,-319,-134,0
8310829,1901,241,479,216,-33,-14,-148,-319,-150,0
8310832,1938,214,403,214,24,-7,-148,-319,-150,0
8310834,1938,214,403,207,86,-1,-155,-317,-143,0
8310836,1970,216,430,207,86,-1,-155,-317,-143,0
8310838,1982,167,403,193,140,4,-155,-317,-143,0
8310840,2012,113,419,177,187,9,-156,-325,-147,0
8310842,2033,75,494,163,224,11,-156,-325,-147,0
8310844,2033,75,494,148,259,12,-153,-327,-148,0
8310846,2037,57,488,148,259,12,-153,-327,-148,0
8310849,2074,-9,483,135,291,12,-153,-327,-148,0
8310852,2083,-3,570,120,315,13,-150,-312,-150,0
8310855,2092,-142,606,109,328,13,-150,-312,-150,0
8310857,2146,-152,583,97,336,14,-143,-324,-139,0
8310859,2146,-152,583,82,333,16,-143,-324,-139,0
8310861,2179,-164,668,82,333,16,-146,-322,-146,0
8310863,2177,-187,633,72,327,17,-146,-322,-146,0
8310865,2181,-252,703,59,320,27,-146,-322,-146,0
8310867,2125,-229,704,44,313,34,-159,-321,-137,0
8310869,2125,-229,704,29,303,42,-159,-321,-137,0
8310872,2107,-222,670,29,303,42,-150,-322,-143,0
8310875,2079,-205,714,9,289,55,-150,-322,-143,0
8310878,2008,-70,637,-9,269,63,-150,-322,-143,0
8310881,1979,-62,590,-33,255,75,-153,-315,-143,0
8310883,1921,-144,690,-55,245,91,-153,-315,-143,0
8310885,1921,-144,690,-77,245,106,-143,-322,-146,0
8310887,1811,-77,647,-77,245,106,-143,-322,-146,0
8310889,1829,-40,586,-102,251,129,-143,-322,-146,0
8310891,1848,-96,637,-123,262,150,-138,-317,-139,0
8310893,1694,-112,737,-143,273,172,-138,-317,-139,0
8310895,1781,-92,715,-164,287,192,-140,-328,-133,0
8310898,1781,-92,715,-177,294,214,-140,-328,-133,0
8310901,1869,-64,700,-177,294,214,-140,-328,-133,0
8310904,1790,-42,758,-185,285,235,-144,-330,-147,0
8310906,1798,-34,792,-195,270,252,-144,-330,-147,0
8310908,1846,-34,771,-196,250,263,-144,-313,-128,0
8310910,1846,-34,771,-195,223,276,-144,-313,-128,0
8310912,1894,-48,715,-195,223,276,-141,-319,-143,0
8310914,1962,-126,741,-190,194,284,-141,-319,-143,0
8310916,1938,-97,722,-176,165,288,-141,-319,-143,0
8310918,1919,-135,714,-163,137,292,-150,-327,-127,0
8310921,1974,-119,733,-142,119,293,-150,-327,-127,0
8310924,1974,-119,733,-122,104,294,-140,-328,-137,0
8310927,1975,-113,699,-122,104,294,-140,-328,-137,0
8310930,1939,-108,735,-102,94,294,-140,-328,-137,0
8310932,1993,-61,743,-81,82,293,-135,-321,-133,0
8310934,1985,-41,715,-59,68,286,-135,-321,-133,0
8310936,1985,-41,715,-43,47,280,-138,-319,-139,0
8310938,1984,35,821,-43,47,280,-138,-319,-139,0
8310940,1967,68,769,-28,23,272,-138,-319,-139,0
8310942,1984,50,752,-15,-1,262,-135,-330,-126,0
8310944,2044,12,780,-2,-21,249,-135,-330,-126,0
8310947,2094,4,757,4,-37,229,-131,-315,-134,0
8310950,2094,4,757,8,-46,206,-131,-315,-134,0
8310953,2100,-34,768,8,-46,206,-137,-321,-135,0
8310955,2178,-23,756,10,-46,177,-137,-321,-135,0
8310957,2225,-74,677,12,-43,145,-137,-321,-135,0
8310959,2215,-24,665,11,-38,106,-140,-318,-135,0
8310961,2215,-24,665,10,-24,69,-140,-318,-135,0
8310963,2211,-27,695,10,-24,69,-138,-322,-132,0
8310965,2321,-10,673,6,4,29,-138,-322,-132,0
8310967,2164,13,615,4,55,-8,-138,-322,-132,0
8310970,2147,43,571,-7,96,-39,-136,-324,-136,0
8310973,2159,47,545,-8,103,-71,-136,-324,-136,0
8310976,2159,47,545,-14,96,-96,-136,-324,-136,0
8310978,2086,70,535,-14,96,-96,-136,-324,-136,0
8310980,2082,46,610,-24,95,-113,-136,-324,-136,0
8310982,2047,92,510,-27,98,-131,-142,-323,-128,0
8310984,2010,99,511,-32,99,-143,-142,-323,-128,0
8310986,2013,42,585,-37,90,-153,-143,-327,-134,0
8310988,2013,42,585,-41,79,-163,-143,-327,-134,0
8310990,1953,80,544,-41,79,-163,-143,-327,-134,0
8310992,1918,-22,569,-50,60,-169,-142,-318,-135,0
8310995,1906,-63,616,-56,38,-178,-142,-318,-135,0
8310998,1873,-101,574,-60,11,-181,-141,-319,-132,0
8311001,1873,-101,574,-65,-10,-186,-141,-319,-132,0
8311003,1893,-156,656,-65,-10,-186,-148,-317,-134,0
8311005,1870,-176,625,-67,-36,-193,-148,-317,-134,0
8311007,1893,-255,606,-75,-57,-200,-148,-317,-134,0
8311009,1955,-283,545,-78,-70,-209,-143,-324,-143,0
8311011,1885,-261,560,-81,-81,-219,-143,-324,-143,0
8311013,1885,-261,560,-88,-90,-227,-142,-321,-137,0
8311015,1937,-352,605,-88,-90,-227,-142,-321,-137,0
8311018,1982,-336,578,-91,-99,-242,-142,-321,-137,0
8311021,1969,-403,570,-91,-108,-250,-140,-313,-135,0
8311024,2002,-475,615,-94,-114,-259,-140,-313,-135,0
8311026,2002,-475,615,-93,-130,-271,-137,-316,-137,0
8311028,2032,-424,637,-93,-130,-271,-137,-316,-137,0
8311030,1957,-457,679,-97,-145,-282,-137,-316,-137,0
8311032,1963,-423,677,-92,-162,-293,-144,-308,-133,0
8311034,1957,-420,743,-92,-183,-302,-144,-308,-133,0
8311036,1933,-408,785,-90,-205,-311,-138,-317,-129,0
8311038,1933,-408,785,-84,-234,-319,-138,-317,-129,0
8311041,1911,-400,799,-84,-234,-319,-148,-310,-141,0
8311044,1871,-369,789,-82,-264,-326,-148,-310,-141,0
8311047,1838,-324,784,-82,-297,-331,-148,-310,-141,0
8311050,1823,-361,825,-75,-332,-338,-152,-316,-137,0
8311052,1823,-361,825,-72,-364,-341,-152,-316,-137,0
8311054,1781,-352,807,-72,-364,-341,-132,-321,-130,0
8311056,1796,-370,801,-67,-395,-343,-132,-321,-130,0
8311058,1809,-307,722,-65,-420,-349,-132,-321,-130,0
8311060,1838,-258,685,-61,-441,-357,-153,-322,-129,0
8311062,1842,-296,676,-56,-462,-362,-153,-322,-129,0
8311064,1842,-296,676,-51,-474,-367,-149,-321,-123,0
8311067,1799,-298,646,-51,-474,-367,-149,-321,-123,0
8311070,1837,-295,675,-46,-477,-373,-149,-321,-123,0
8311073,1826,-268,568,-38,-475,-374,-152,-316,-137,0
8311075,1843,-226,539,-32,-465,-376,-152,-316,-137,0
8311077,1893,-255,558,-28,-449,-377,-149,-318,-144,0
8311079,1893,-255,558,-18,-428,-378,-149,-318,-144,0
8311081,1866,-220,549,-18,-428,-378,-149,-318,-144,0
8311083,1790,-166,477,-13,-399,-375,-155,-312,-136,0
8311085,1866,-116,475,-4,-367,-370,-155,-312,-136,0
8311087,1991,-83,489,6,-327,-362,-158,-322,-134,0
8311090,1991,-83,489,17,-282,-356,-158,-322,-134,0
8311093,1938,-94,488,17,-282,-356,-164,-318,-147,0
8311096,1903,-69,514,29,-231,-348,-164,-318,-147,0
8311098,2012,-67,497,43,-180,-338,-164,-318,-147,0
8311100,1883,13,452,58,-135,-324,-149,-321,-151,0
8311102,1903,17,472,70,-97,-313,-149,-321,-151,0
8311104,1903,17,472,86,-59,-302,-146,-307,-139,0
8311106,1928,92,510,86,-59,-302,-146,-307,-139,0
8311108,2209,-98,646,99,-22,-289,-146,-307,-139,0
8311110,2076,-33,606,113,10,-284,-159,-311,-140,0
8311112,2389,68,842,124,28,-291,-159,-311,-140,0
8311115,2389,68,842,133,34,-305,-161,-321,-137,0
8311118,2063,-53,672,133,34,-305,-161,-321,-137,0
8311121,2159,-1,736,140,29,-320,-161,-321,-137,0
8311123,2290,-150,728,148,22,-339,-150,-319,-143,0
8311125,2098,133,633,152,5,-355,-150,-319,-143,0
8311127,2233,187,723,150,-11,-370,-159,-313,-142,0
8311129,2233,187,723,157,-30,-387,-159,-313,-142,0
8311131,2280,133,783,157,-30,-387,-159,-316,-142,0
8311133,2172,181,755,158,-50,-396,-159,-316,-144,0
8311135,2182,251,681,155,-66,-397,-159,-316,-144,0
8311138,2216,273,748,160,-84,-395,-164,-321,-144,0
8311141,2216,273,748,166,-97,-385,-164,-321,-144,0
8311144,2137,136,765,166,-97,-385,-164,-318,-140,0
8311146,2042,171,535,166,-105,-376,-164,-318,-140,0
8311148,2028,358,540,171,-111,-367,-164,-318,-140,0
8311150,2150,203,549,172,-107,-354,-159,-313,-144,0
8311152,2077,218,378,180,-112,-346,-159,-313,-144,0
8311154,2077,218,378,180,-121,-335,-171,-318,-144,0
8311156,2137,191,693,180,-121,-335,-171,-318,-144,0
8311158,2079,149,470,180,-137,-325,-171,-318,-144,0
8311161,1921,159,489,188,-149,-315,-162,-317,-132,0
8311164,2013,136,497,182,-162,-301,-162,-317,-132,0
8311167,1942,159,248,179,-168,-288,-170,-312,-155,0
8311170,1942,159,248,179,-168,-288,-170,-312,-155,0
8311172,2060,178,486,178,-173,-268,-170,-312,-155,0
8311174,1996,165,489,172,-170,-250,-158,-317,-150,0
8311176,1886,143,455,166,-168,-227,-158,-317,-150,0
8311178,1935,119,574,155,-167,-202,-165,-312,-152,0
8311180,1935,119,574,142,-168,-175,-165,-312,-152,0
8311182,1846,156,474,142,-168,-175,-164,-311,-154,0
8311184,1845,146,394,133,-173,-148,-164,-311,-154,0
8311187,1896,129,539,118,-177,-118,-164,-311,-154,0
8311190,1819,142,513,108,-186,-87,-165,-305,-150,0
8311193,1772,79,586,95,-201,-54,-165,-305,-150,0
8311195,1772,79,586,81,-221,-22,-168,-311,-154,0
8311197,1699,86,548,81,-221,-22,-168,-311,-154,0
8311199,1749,88,483,67,-243,8,-168,-311,-154,0
8311201,1731,107,487,57,-271,35,-172,-317,-148,0
8311203,1693,150,449,43,-298,61,-172,-317,-148,0
8311205,1693,150,449,26,-324,87,-177,-317,-148,0
8311207,1693,127,416,26,-324,87,-177,-317,-148,0
8311210,1721,120,382,12,-350,109,-177,-317,-148,0
8311213,1733,115,353,-2,-367,128,-167,-302,-155,0
8311216,1780,171,317,-17,-375,148,-167,-302,-155,0
8311219,1815,200,281,-27,-371,164,-164,-304,-154,0
8311221,1815,200,281,-37,-359,182,-164,-304,-154,0
8311223,1820,184,275,-37,-359,182,-164,-304,-154,0
8311225,1850,186,318,-44,-339,201,-164,-316,-156,0
8311227,1876,217,287,-52,-310,215,-164,-316,-156,0
8311229,1879,211,304,-60,-274,231,-170,-317,-152,0
8311231,1879,211,304,-67,-238,242,-170,-317,-152,0
8311233,1914,213,335,-67,-238,242,-153,-324,-150,0
8311236,1951,242,358,-76,-199,251,-153,-324,-150,0
8311239,1970,217,362,-83,-162,255,-153,-324,-150,0
8311242,2014,231,391,-96,-128,256,-164,-321,-156,0
8311244,2023,238,419,-106,-100,256,-164,-321,-156,0
8311246,2023,238,419,-114,-71,249,-160,-319,-164,0
8311248,2065,297,420,-114,-71,249,-160,-319,-164,0
8311250,2115,279,446,-124,-45,238,-160,-319,-164,0
8311252,2130,325,461,-130,-25,224,-156,-316,-151,0
8311254,2188,325,508,-140,-13,208,-156,-316,-151,0
8311256,2188,325,508,-144,-8,192,-166,-311,-158,0
8311259,2194,331,521,-144,-8,192,-166,-311,-158,0
8311262,2206,329,535,-146,-4,173,-166,-311,-158,0
8311265,2277,297,531,-146,-4,157,-170,-324,-164,0
8311267,2343,299,624,-140,-5,138,-170,-324,-164,0
8311269,2354,303,619,-130,-6,117,-170,-324,-157,0
8311271,2354,303,619,-119,-11,97,-170,-324,-157,0
8311273,2437,281,638,-119,-11,97,-162,-312,-148,0
8311275,2426,256,677,-104,-20,77,-162,-312,-148,0
8311277,2437,229,695,-89,-29,57,-162,-312,-148,0
8311279,2484,178,770,-68,-43,38,-161,-321,-149,0
8311281,2499,145,749,-50,-60,17,-161,-321,-149,0
8311284,2499,145,749,-34,-76,-4,-166,-311,-154,0
8311287,2476,143,724,-34,-76,-4,-166,-311,-154,0
8311290,2463,84,748,-19,-90,-32,-166,-311,-154,0
8311292,2420,55,691,-6,-104,-57,-156,-330,-151,0
8311294,2396,-6,694,4,-112,-82,-156,-330,-151,0
8311296,2396,-6,694,14,-117,-111,-162,-317,-159,0
8311298,2350,-32,660,14,-117,-111,-162,-317,-159,0
8311300,2304,-7,624,23,-114,-140,-162,-317,-159,0
8311302,2293,-30,670,28,-109,-167,-154,-311,-149,0
8311304,2207,-35,620,33,-101,-193,-154,-311,-149,0
8311307,2151,-60,610,39,-88,-219,-164,-318,-149,0
8311310,2151,-60,610,39,-76,-239,-164,-318,-149,0
8311313,2100,-60,568,39,-76,-239,-161,-318,-149,0
8311315,2027,-100,579,42,-64,-250,-161,-321,-161,0
8311317,2011,-155,572,52,-57,-263,-161,-321,-161,0
8311319,1975,-116,524,57,-54,-273,-166,-321,-165,0
8311321,1975,-116,524,61,-51,-277,-166,-321,-165,0
8311323,1905,-89,499,61,-51,-277,-167,-322,-162,0
8311325,1856,-77,524,66,-47,-277,-167,-322,-162,0
8311327,1869,-157,488,70,-40,-274,-167,-322,-162,0
8311330,1833,-119,474,74,-30,-269,-167,-315,-157,0
8311333,1826,-130,449,76,-17,-258,-167,-315,-157,0
8311336,1826,-130,449,75,2,-246,-172,-319,-159,0
8311339,1827,-106,450,75,2,-246,-172,-319,-159,0
8311341,1838,-109,423,74,21,-234,-172,-319,-159,0
8311343,1806,-80,389,74,41,-220,-166,-308,-156,0
8311345,1812,-79,398,70,68,-203,-166,-308,-156,0
8311347,1812,-79,398,64,93,-185,-162,-324,-157,0
8311349,1776,-62,397,64,93,-185,-162,-324,-157,0
8311351,1817,-34,402,60,114,-166,-162,-324,-157,0
8311353,1805,-53,376,53,134,-144,-150,-312,-152,0
8311356,1768,-29,354,50,157,-123,-150,-312,-152,0
8311359,1828,10,410,48,179,-106,-166,-318,-165,0
8311362,1828,10,410,50,192,-83,-166,-318,-165,0
8311364,1855,-2,418,50,192,-83,-167,-312,-152,0
8311366,1877,22,400,48,199,-63,-167,-312,-152,0
8311368,1913,-1,401,48,203,-45,-167,-312,-152,0
8311370,1889,-4,427,49,209,-25,-173,-316,-156,0
8311372,1935,23,370,47,212,-8,-173,-316,-156,0
8311374,1935,23,370,46,212,7,-162,-322,-162,0
8311376,1944,41,372,46,212,7,-162,-322,-162,0
8311379,1906,27,375,44,217,22,-162,-322,-162,0
8311382,1876,50,347,36,221,33,-171,-323,-165,0
8311385,1921,50,322,30,232,47,-171,-323,-165,0
8311387,1921,50,322,22,245,55,-171,-313,-158,0
8311389,1929,54,341,22,245,55,-171,-313,-158,0
8311391,1912,32,311,19,261,63,-171,-313,-158,0
8311393,1958,37,329,14,278,65,-168,-306,-151,0
8311395,1933,35,350,9,293,67,-168,-306,-151,0
8311397,1938,65,383,7,298,69,-158,-302,-159,0
8311399,1938,65,383,8,299,72,-158,-302,-159,0
8311401,1965,47,422,8,299,72,-158,-302,-159,0
8311404,2014,99,534,11,293,74,-167,-312,-159,0
8311407,2103,67,532,21,274,74,-167,-312,-159,0
8311410,2128,84,615,32,246,76,-168,-321,-165,0
8311412,2128,84,615,44,217,75,-168,-321,-165,0
8311414,2179,55,611,44,217,75,-164,-316,-158,0
8311416,2274,14,649,61,190,69,-164,-316,-158,0
8311418,2248,33,671,73,163,61,-164,-316,-158,0
8311420,2234,66,619,82,139,54,-178,-316,-151,0
8311422,2246,75,644,90,113,40,-178,-316,-151,0
8311424,2246,75,644,97,84,29,-167,-315,-157,0
8311427,2185,102,638,97,84,29,-167,-315,-157,0
8311430,2146,100,580,100,55,14,-167,-315,-157,0
8311433,2087,141,598,104,31,3,-168,-316,-161,0
8311435,2060,241,532,109,5,-5,-168,-316,-161,0
8311437,2060,241,532,114,-14,-12,-164,-311,-156,0
8311439,2033,258,502,114,-14,-12,-164,-311,-156,0
8311441,2021,176,544,124,-27,-12,-164,-311,-156,0
8311443,1998,162,503,132,-36,-6,-168,-323,-158,0
8311445,2058,151,431,148,-43,1,-168,-323,-158,0
8311447,2075,123,513,159,-46,8,-165,-324,-150,0
8311450,2075,123,513,170,-49,13,-165,-324,-150,0
8311453,2053,87,472,170,-49,13,-158,-312,-157,0
8311456,2069,66,470,185,-51,17,-158,-312,-157,0
8311459,2070,82,476,191,-56,20,-158,-312,-157,0
8311461,1976,70,409,194,-68,18,-177,-317,-159,0
8311463,1980,68,459,190,-82,19,-177,-317,-159,0
8311465,1980,68,459,188,-99,16,-170,-317,-159,0
8311467,1958,55,375,188,-99,16,-170,-317,-159,0
8311469,1916,86,381,177,-121,14,-170,-317,-159,0
8311471,1952,32,430,165,-143,10,-168,-318,-168,0
8311473,1901,57,412,153,-164,3,-168,-318,-168,0
8311476,1901,57,412,142,-189,1,-167,-319,-155,0
8311479,1902,44,430,142,-189,1,-167,-319,-155,0
8311482,1934,23,431,137,-214,-4,-167,-319,-155,0
8311484,1963,33,405,139,-239,-9,-166,-311,-158,0
8311486,2078,26,398,135,-254,-20,-166,-311,-158,0
8311488,2135,34,341,138,-254,-33,-174,-322,-157,0
8311490,2135,34,341,144,-249,-44,-174,-322,-157,0
8311492,2074,-20,399,144,-249,-44,-174,-322,-157,0
8311494,2023,-14,439,149,-239,-56,-167,-317,-169,0
8311496,1969,-26,431,154,-226,-61,-167,-317,-169,0
8311499,1939,-2,413,157,-202,-61,-170,-315,-162,0
8311502,1939,-2,413,157,-164,-54,-170,-315,-162,0
8311505,1969,-22,444,157,-164,-54,-167,-322,-162,0
8311508,1913,-32,411,152,-118,-45,-167,-322,-162,0
8311510,1916,-23,461,141,-67,-35,-167,-322,-162,0
8311512,1919,-13,493,126,-21,-23,-177,-310,-159,0
8311514,1876,13,551,108,8,-13,-177,-310,-159,0
8311516,1876,13,551,94,23,-4,-172,-322,-162,0
8311518,1908,21,577,94,23,-4,-172,-322,-162,0
8311520,1911,42,592,82,27,2,-172,-322,-162,0
8311522,2002,38,596,74,28,5,-178,-323,-163,0
